Bill to,TECH PROFUSE PRIVATE LIMITED
Invoice number,4444723585
Invoice date,31 Aug 2022
Due Date,30 Oct 2022
Billing ID,9907-5574-3959
Currency,INR
Invoice amount,"2,577,631.94"

Account,techprofuse.com
Domain name,Subscription,Description,Order name,Start date,End date,Quantity,PO number,Amount
digibirds360.com,Google Workspace Business Starter,Commitment,3215584031-13,1 Aug,31 Aug,13,20220395,"1,299.48"
digitalhyd.com,Google Workspace Business Starter,Commitment,3496525638-03,1 Aug,31 Aug,1,20220186,99.96
digitap.co.in,Google Workspace Business Starter,Usage,3895770395-05,1 Aug,31 Aug,3,,299.88
ditcon.in,Google Workspace Business Starter,Commitment,3465785714-06,1 Aug,31 Aug,4,,399.84
divineexports.in,Google Workspace Business Starter,Usage,3967889755-02,1 Aug,31 Aug,4,20221096,399.84
diviniti.life,Google Workspace Business Starter,Commitment,3285530763-02,1 Aug,31 Aug,1,,99.96
divinitivastu.com,Google Workspace Business Starter,Commitment,3284194313-07,1 Aug,31 Aug,2,,199.92
divinitiwellness.com,Google Workspace Business Starter,Commitment,3284617820-07,1 Aug,31 Aug,4,20210873,399.84
dnaskew.com,Google Workspace Business Starter,Commitment,3348171154-05,1 Aug,31 Aug,9,20220256,899.64
dnaskew.com,Google Workspace Business Starter,Commitment increase,3348171154-06,25 Aug,31 Aug,3,20221412,67.71
dnpm-edu.in,Google Workspace for Education: Teaching and Learning Upgrade,Usage,3570151324-05,1 Aug,31 Aug,1,,120.00
dnthide.com,Google Workspace Business Starter,Commitment,3479066650-07,1 Aug,31 Aug,1,20220142,99.96
dnyansagar.co.in,Google Workspace Business Plus,Commitment,3452861883-07,1 Aug,31 Aug,2,20220084,"2,016.00"
doepuhk.com,Google Workspace Business Standard,Usage,2168769343-10,1 Aug,31 Aug,1,2020191,537.60
donotreply.info,Google Workspace Business Starter,Usage,4011233210-06,1 Aug,31 Aug,1,20221116,99.96
dont-hire.com,Google Workspace Business Starter,Usage,3208455734-06,1 Aug,18 Aug,12,,696.50
dont-hire.com,Google Workspace Business Starter,Usage,3208455734-06,19 Aug,19 Aug,13,,41.91
dont-hire.com,Google Workspace Business Starter,Usage,3208455734-06,20 Aug,31 Aug,11,,425.63
doonagro.com,Google Workspace Business Starter,Commitment,3377990742-04,1 Aug,31 Aug,2,,199.92
dorsanfiltration.com,Google Workspace Business Starter,Commitment,3228468711-07,1 Aug,31 Aug,1,,99.96
drapersclub.in,Google Workspace Business Starter,Commitment,3211804098-05,1 Aug,31 Aug,1,,99.96
drconsultancyservices.com,Google Workspace Business Starter,Usage,3208002890-02,1 Aug,31 Aug,5,,499.80
dreamhomes.org.in,Google Workspace Business Starter,Usage,3866641206-06,1 Aug,31 Aug,5,20220993,499.80
dreamslingerie.org,Google Workspace Business Standard,Usage,3639119818-02,1 Aug,31 Aug,2,,"1,075.20"
dressfolk.com,Google Workspace Business Starter,Usage,3677006538-06,1 Aug,31 Aug,17,20220668,"1,699.32"
drlawassociates.in,Google Workspace Business Starter,Usage,4152450878-06,28 Aug,31 Aug,3,20221246,38.70
dsingh.in,Google Workspace Business Starter,Usage,3791179210-06,1 Aug,31 Aug,1,20220873,99.96
dumanhilltechnologies.com,Google Workspace Business Starter,Commitment,3238456904-05,1 Aug,31 Aug,1,,99.96
duzmedia.in,Google Workspace Business Starter,Usage,3555693349-08,1 Aug,5 Aug,4,20220369,64.49
duzmedia.in,Google Workspace Business Starter,Usage,3555693349-08,6 Aug,31 Aug,2,20220369,167.67
dvrpharmallp.com,Google Workspace Business Starter,Usage,3817048006-02,1 Aug,31 Aug,6,20220922,599.76
dwiggydoo.com,Google Workspace Business Starter,Usage,3358177055-06,1 Aug,31 Aug,3,20211117,299.88
dynamic-care.com.au,Google Workspace Business Starter,Usage,3315418437-08,1 Aug,31 Aug,18,20210974,"1,799.28"
dyosys.com,Google Workspace Business Starter,Usage,3571760688-02,1 Aug,31 Aug,34,,"4,351.20"
e-scientia.in,Google Workspace Business Starter,Usage,3973761816-07,1 Aug,31 Aug,17,20221103,"1,699.32"
e-stp.com,Google Workspace Business Starter,Commitment,3452558269-04,1 Aug,31 Aug,1,20220075,99.96
e2ehealthcare.com,Google Workspace Business Starter,Usage,3195532047-02,1 Aug,31 Aug,5,,499.80
e2eurja.com,Google Workspace Business Starter,Usage,2759972194-10,1 Aug,4 Aug,25,2021446,541.93
e2eurja.com,Google Workspace Business Starter,Usage,2759972194-10,5 Aug,5 Aug,26,2021446,0.00
eagleyestudios.com,Google Workspace Business Starter,Usage,3913152868-06,1 Aug,31 Aug,1,20221045,99.96
earthconfectionery.com,Google Workspace Business Starter,Commitment,3303507602-07,1 Aug,31 Aug,1,,99.96
easycareglobal.com,Google Workspace Business Starter,Commitment,3358294740-05,1 Aug,31 Aug,11,20220721,"1,099.56"
easyebuy.in,Google Workspace Business Starter,Usage,3960320906-06,1 Aug,31 Aug,1,20221094,99.96
easysolutions.in,Google Workspace Business Starter,Usage,3887064331-02,1 Aug,31 Aug,9,,899.64
ebenezeracademy.co.in,Google Workspace for Education: Teaching and Learning Upgrade,Usage,2965741587-03,1 Aug,31 Aug,1,2020242,120.00
ecimeetings.in,Google Workspace Enterprise Standard,Commitment,3389022002-06,1 Aug,31 Aug,2,20211199,"2,240.00"
ecomonks.in,Google Workspace Business Starter,Usage,3591858117-06,1 Aug,31 Aug,2,20220468,199.92
ecoright.com,Google Workspace Business Starter,Usage,3521711393-02,1 Aug,20 Aug,20,,"1,289.81"
ecoright.com,Google Workspace Business Starter,Usage,3521711393-02,21 Aug,21 Aug,21,,69.92
ecoright.com,Google Workspace Business Starter,Usage,3521711393-02,22 Aug,31 Aug,22,,753.29
ecosciencetech.com,Google Workspace Business Standard,Usage,3090124849-04,1 Aug,31 Aug,1,20210423,537.60
ecostonepre.in,Google Workspace Business Starter,Usage,3302329124-02,1 Aug,25 Aug,6,,483.67
ecostonepre.in,Google Workspace Business Starter,Usage,3302329124-02,26 Aug,31 Aug,7,,135.43
ecotrailz.com,Google Workspace Business Starter,Usage,3417798318-02,1 Aug,31 Aug,5,20211292,499.80
ecsassociates.in,Google Workspace Business Starter,Usage,3566247342-02,1 Aug,31 Aug,4,20220430,399.84
ecshr.in,Google Workspace Business Starter,Usage,3794808932-08,1 Aug,31 Aug,7,20220881,699.72
edgewrapper.com,Google Workspace Business Starter,Usage,2738376769-04,1 Aug,2 Aug,12,2021397,130.07
edgewrapper.com,Google Workspace Business Starter,Usage,2738376769-04,3 Aug,4 Aug,13,2021397,140.90
edgewrapper.com,Google Workspace Business Starter,Usage,2738376769-04,5 Aug,5 Aug,14,2021397,0.00
edguruindia.com,Google Workspace Business Starter,Commitment,3034022411-06,1 Aug,10 Aug,4,20210260,128.98
edguruindia.com,Google Workspace Business Starter,Commitment decrease,3034022411-09,11 Aug,11 Aug,1,202,0.00
edhiniayurveda.com,Google Workspace Business Starter,Usage,3261939944-04,1 Aug,31 Aug,2,,199.92
edroitarchitects.com,Google Workspace Business Standard,Usage,3404781546-08,1 Aug,31 Aug,1,,537.60
educarekolkata.com,Google Workspace Business Standard,Usage,3653671726-02,1 Aug,31 Aug,1,,537.60
education07.org,Google Workspace Business Standard,Usage,2564570630-11,1 Aug,31 Aug,3,2021190,"1,612.80"
edudha.com,Google Workspace Business Starter,Commitment,3112597176-10,1 Aug,31 Aug,5,20220945,499.80
edugamevirtuals.com,Google Workspace Business Plus,Usage,3454614438-05,1 Aug,31 Aug,1,20220086,"1,008.00"
edukado.in,Google Workspace Business Starter,Commitment,3949358100-09,1 Aug,31 Aug,6,20221090,599.76
eemergence.in,Google Workspace Business Starter,Usage,4146140625-06,27 Aug,31 Aug,5,20221244,80.61
efrac.org,Google Workspace Business Starter,Commitment,3433148047-07,1 Aug,31 Aug,100,,"11,760.00"
eighteensteps.in,Google Workspace Business Starter,Commitment,3049107785-07,1 Aug,29 Aug,3,20210447,280.53
eighteensteps.in,Google Workspace Business Starter,Commitment decrease,3049107785-10,30 Aug,30 Aug,1,20210301,0.00
ekoinfomatics.com,Google Workspace Business Starter,Usage,3543850190-02,1 Aug,1 Aug,15,20220330,48.37
ekoinfomatics.com,Google Workspace Business Starter,Usage,3543850190-02,2 Aug,2 Aug,16,20220330,51.59
ekoinfomatics.com,Google Workspace Business Starter,Usage,3543850190-02,3 Aug,31 Aug,18,20220330,"1,683.19"
ekotejas.in,Google Workspace Business Starter,Commitment,2962145313-17,1 Aug,7 Aug,13,20210036,293.43
ekotejas.in,Google Workspace Business Starter,Commitment increase,2962145313-18,3 Aug,7 Aug,1,20221266,16.13
ekrempolat.net,Google Workspace Business Starter,Commitment,3501605414-07,1 Aug,31 Aug,1,20220176,99.96
ekwikdigital.com,Google Workspace Business Starter,Usage,3820791683-06,1 Aug,31 Aug,1,20220926,99.96
elangogenetics.com,Google Workspace Business Starter,Usage,3772409855-05,1 Aug,31 Aug,2,20220852,199.92
elestarcranes.com,Google Workspace Business Starter,Usage,4320118019-02,24 Aug,31 Aug,14,20221399,361.14
ellementco.com,Google Workspace Business Starter,Usage,3896872646-06,1 Aug,31 Aug,10,20221024,999.60
ellementco.com,Google Drive storage 200 GB,Usage,3932999258-02,1 Aug,31 Aug,1,,756.00
emafwini.com,Google Workspace Business Standard,Usage,2983146830-02,1 Aug,31 Aug,1,,537.60
emcotech.in,Google Workspace Business Starter,Usage,3636106831-05,1 Aug,31 Aug,11,,"1,099.56"
eminenceinfosystem.com,Google Workspace Business Starter,Commitment,3211551098-02,1 Aug,31 Aug,2,20210705,199.92
eminenthire.com,Google Workspace Business Starter,Usage,3832210201-08,1 Aug,31 Aug,1,20220938,99.96
emmoney.in,Google Workspace Business Starter,Usage,4027188708-02,1 Aug,31 Aug,10,20221130,999.60
emoqa.in,Google Workspace Business Starter,Usage,3793799228-06,1 Aug,31 Aug,4,20220875,399.84
emperortraveline.com,Google Workspace Business Starter,Commitment,3279144986-04,1 Aug,31 Aug,20,,"1,999.20"
empiresafeco.in,Google Workspace Business Starter,Commitment,3340989529-07,1 Aug,31 Aug,1,20211059,99.96
emploi.co.in,Google Workspace Business Starter,Usage,3733161485-06,1 Aug,31 Aug,1,20220770,99.96
employanywhere.tech,Google Workspace Business Starter,Usage,3074343183-05,1 Aug,31 Aug,3,20210375,299.88
encapsulatelabs.com,Google Workspace Business Starter,Usage,4035068865-06,4 Aug,31 Aug,2,20221140,180.57
engg-soln.com,Google Workspace Business Starter,Usage,4088407091-02,1 Aug,31 Aug,2,20221204,199.92
enrooms.com,Google Workspace Business Starter,Commitment,3315402662-04,1 Aug,31 Aug,1,,99.96
enteksol.com,Google Workspace Business Standard,Usage,2982940755-06,1 Aug,31 Aug,42,,"25,536.00"
epeon.net,Google Workspace Business Starter,Commitment,3235427111-09,1 Aug,31 Aug,4,20211132,399.84
epnovate.com,Google Workspace Business Starter,Usage,3649349840-02,1 Aug,16 Aug,29,20220463,"1,812.24"
epnovate.com,Google Workspace Business Starter,Usage,3649349840-02,17 Aug,25 Aug,30,20220463,"1,068.16"
epnovate.com,Google Workspace Business Starter,Usage,3649349840-02,26 Aug,30 Aug,31,20220463,620.53
epnovate.com,Google Workspace Business Starter,Usage,3649349840-02,31 Aug,31 Aug,32,20220463,129.53
eppi.co.in,Google Workspace Business Starter,Usage,4225454218-02,8 Aug,8 Aug,3,20221304,9.67
eppi.co.in,Google Workspace Business Starter,Usage,4225454218-02,9 Aug,31 Aug,2,20221304,148.33
epsoftech.com,Google Workspace Business Starter,Usage,3717643072-02,1 Aug,31 Aug,7,20220736,699.72
equaldimensions.com,Google Workspace Business Starter,Usage,3115234460-05,1 Aug,31 Aug,2,,199.92
equinity.io,Google Workspace Business Starter,Commitment,3409770693-09,1 Aug,31 Aug,5,20220457,499.80
equitasgurukul.org,Google Workspace for Education: Teaching and Learning Upgrade,Usage,3667481179-03,1 Aug,31 Aug,3,20220641,360.00
eroshotel.co.in,Google Workspace Business Starter,Commitment,3165677633-02,1 Aug,31 Aug,30,,"3,679.20"
escafate.co.in,Google Workspace Business Standard,Usage,3522492221-06,1 Aug,4 Aug,1,20220247,69.37
eternityimmigrations.com,Google Workspace Business Starter,Commitment,3328994358-02,1 Aug,31 Aug,1,20211017,99.96
etmindia.in,Google Workspace Business Starter,Commitment,3087144571-06,1 Aug,31 Aug,1,20210403,99.96
eugenemolecular.in,Google Workspace Business Starter,Commitment,3400256988-06,1 Aug,31 Aug,1,,99.96
euronexusdinero.com,Google Workspace Business Starter,Commitment,3533569718-05,1 Aug,31 Aug,1,,99.96
evek.de,Google Workspace Business Starter,Commitment,3038985595-02,1 Aug,5 Aug,15,20210270,241.83
eventuelldatalabs.com,Google Workspace Business Starter,Usage,3718084945-06,1 Aug,31 Aug,10,20220740,999.60
evergesmart.com,Google Workspace Business Starter,Commitment,3567855355-07,1 Aug,31 Aug,50,20220420,"5,880.00"
evershineintl.com,Google Workspace Business Starter,Commitment,3146069199-04,1 Aug,31 Aug,3,20210666,299.88
evtlindia.com,Google Workspace Business Starter,Usage,3272387653-02,1 Aug,31 Aug,7,,699.72
excellencegroupindia.com,Google Workspace Business Starter,Usage,4232637441-02,8 Aug,8 Aug,6,20221311,19.35
excellencegroupindia.com,Google Workspace Business Starter,Usage,4232637441-02,9 Aug,31 Aug,5,20221311,370.82
excellent-system.com,Google Workspace Business Starter,Commitment,3312137292-07,1 Aug,31 Aug,1,,99.96
excellentpneumatic.com,Google Workspace Business Starter,Commitment,3237549486-07,1 Aug,31 Aug,1,20210768,99.96
exellontech.biz,Google Workspace Business Starter,Usage,3570559787-02,1 Aug,31 Aug,8,20220431,799.68
eximclothing.com,Google Workspace Business Starter,Usage,3632383893-04,1 Aug,30 Aug,6,20220561,580.41
eximclothing.com,Google Workspace Business Starter,Usage,3632383893-06,31 Aug,31 Aug,6,20220561,19.35
expertadvice.co.in,Google Workspace Business Starter,Usage,4032020909-03,3 Aug,31 Aug,1,20221135,93.51
experthomes.in,Google Workspace Business Starter,Commitment,3409979382-05,1 Aug,31 Aug,8,20220861,799.68
expogroups.com,Google Workspace Business Starter,Commitment,3095433833-06,1 Aug,31 Aug,2,20210433,199.92
eziimart.com,Google Workspace Business Starter,Usage,3801681364-06,1 Aug,31 Aug,1,20220893,99.96
ezybakes.in,Google Workspace Business Starter,Commitment,3537702648-07,1 Aug,31 Aug,1,,99.96
fairdealshop.in,Google Workspace Business Starter,Commitment,3496414249-07,1 Aug,31 Aug,1,20220187,99.96
faithhospitals.com,Google Workspace Business Starter,Usage,3137461643-07,1 Aug,31 Aug,2,,199.92
farnpar.com,Google Workspace Business Starter,Commitment,4141908667-02,1 Aug,31 Aug,100,20221240,"8,400.00"
fastwaay.com,Google Workspace Business Starter,Usage,3835782715-03,1 Aug,31 Aug,5,20220950,499.80
fernindia.com,Google Workspace Business Starter,Commitment,3412370608-07,1 Aug,31 Aug,2,,199.92
ffblogistics.com,Google Workspace Business Starter,Usage,3913116956-06,1 Aug,1 Aug,9,20221046,29.02
ffblogistics.com,Google Workspace Business Starter,Usage,3913116956-06,2 Aug,3 Aug,8,20221046,51.59
ffblogistics.com,Google Workspace Business Starter,Usage,3913116956-06,4 Aug,18 Aug,9,20221046,435.31
ffblogistics.com,Google Workspace Business Starter,Usage,3913116956-06,19 Aug,20 Aug,10,20221046,64.49
ffblogistics.com,Google Workspace Business Starter,Usage,3913116956-06,21 Aug,27 Aug,11,20221046,248.29
ffblogistics.com,Google Workspace Business Starter,Usage,3913116956-06,28 Aug,31 Aug,12,20221046,154.78
ficusmedia.in,Google Workspace Business Starter,Usage,3571096784-06,1 Aug,31 Aug,1,20220432,99.96
finmarksolutions.com,Google Workspace Business Starter,Commitment,3417766472-02,1 Aug,31 Aug,4,20211296,399.84
finmetrixonline.com,Google Workspace Business Starter,Usage,3856172662-06,1 Aug,31 Aug,1,20220980,99.96
finnov.in,Google Workspace Business Starter,Usage,3440065020-02,1 Aug,16 Aug,10,20220023,515.93
finnov.in,Google Workspace Business Starter,Usage,3440065020-02,17 Aug,31 Aug,9,20220023,435.31
finvantage.in,Google Workspace Business Starter,Commitment,3077292987-06,1 Aug,31 Aug,1,,99.96
fireballindia.com,Google Workspace Business Starter,Usage,3054626837-02,1 Aug,10 Aug,132,20210316,"6,714.59"
fireballindia.com,Google Workspace Business Starter,Usage,3054626837-02,11 Aug,29 Aug,133,20210316,"13,343.55"
fireballindia.com,Google Workspace Business Starter,Usage,3054626837-02,30 Aug,30 Aug,132,20210316,715.35
fireballindia.com,Google Workspace Business Starter,Usage,3054626837-02,31 Aug,31 Aug,133,20210316,720.77
fireballindia.com,Google Workspace Business Standard,Usage,4120632695-02,1 Aug,28 Aug,1,,606.96
fireballindia.com,Google Workspace Business Standard,Usage,4120632695-02,29 Aug,31 Aug,2,,130.07
fireballindia.net,Google Workspace Business Starter,Usage,4123493982-02,1 Aug,31 Aug,7,20210023,699.72
fireproofsteeldoors.com,Google Workspace Business Starter,Commitment,3156149277-02,1 Aug,31 Aug,3,20210564,299.88
firstcarestore.com,Google Workspace Business Starter,Commitment,3394186703-07,1 Aug,31 Aug,1,20211214,99.96
firstnotchimmigration.com,Google Workspace Business Starter,Commitment,3478976821-06,1 Aug,31 Aug,6,,599.76
firstnotchimmigration.com,Google Workspace Business Standard,Usage,4275940335-02,16 Aug,31 Aug,1,20221340,346.84
fishmileswholesale.com,Google Workspace Business Starter,Usage,3717174271-06,1 Aug,3 Aug,13,20220733,125.75
fishmileswholesale.com,Google Workspace Business Starter,Usage,3717174271-06,4 Aug,10 Aug,14,20220733,316.01
fishmileswholesale.com,Google Workspace Business Starter,Usage,3717174271-06,11 Aug,12 Aug,17,20220733,109.63
fishmileswholesale.com,Google Workspace Business Starter,Usage,3717174271-06,13 Aug,21 Aug,18,20220733,522.37
fishmileswholesale.com,Google Workspace Business Starter,Usage,3717174271-06,22 Aug,31 Aug,19,20220733,612.66
fitt-iitd.co.in,Google Workspace Business Starter,Usage,3938347500-06,1 Aug,31 Aug,1,20221078,99.96
flindia.co.in,Google Workspace Business Starter,Usage,3728033253-02,1 Aug,31 Aug,5,20220765,499.80
flock.media,Google Workspace Business Starter,Usage,3618035260-02,1 Aug,31 Aug,15,20220525,"1,499.40"
flockstudio.in,Google Workspace Business Starter,Usage,3313797397-04,1 Aug,31 Aug,24,20211000,"2,671.20"
flowcertindia.com,Google Workspace Business Starter,Commitment,3318681263-04,1 Aug,31 Aug,5,19/11/2021,499.80
flowedge.co,Google Workspace Enterprise Standard,Usage,3804620245-02,1 Aug,31 Aug,3,20220896,"3,360.00"
flyair.in,Google Workspace Business Starter,Commitment,3536605771-07,1 Aug,31 Aug,1,,99.96
flydeals.ae,Google Workspace Business Starter,Commitment,3423278192-07,1 Aug,31 Aug,3,,299.88
flydeals.co.in,Google Workspace Business Starter,Commitment,3052609013-10,1 Aug,15 Aug,6,,290.21
flyhighflights.com,Google Workspace Business Starter,Usage,3710727865-04,1 Aug,4 Aug,35,,583.13
flyhighflights.com,Google Workspace Business Starter,Usage,3710727865-04,5 Aug,6 Aug,36,,302.41
flyhighflights.com,Google Workspace Business Starter,Usage,3710727865-04,7 Aug,12 Aug,35,,874.69
flyhighflights.com,Google Workspace Business Starter,Usage,3710727865-04,13 Aug,31 Aug,36,,"2,872.80"
flyi.in,Google Workspace Business Starter,Usage,3809706208-07,1 Aug,31 Aug,5,20220908,499.80
flyiia.com,Google Workspace Business Plus,Usage,3632621931-06,1 Aug,31 Aug,1,20220564,"1,008.00"
foaaktu.ac.in,Google Workspace for Education: Teaching and Learning Upgrade,Usage,3921353534-06,2 Aug,31 Aug,33,,"3,832.26"
focalhub.co.in,Google Workspace Business Starter,Commitment,3400429153-07,1 Aug,31 Aug,1,20211231,99.96
fofm.co.in,Google Workspace Business Starter,Commitment,3191820141-02,1 Aug,31 Aug,5,20210643,499.80
foodaids.in,Google Workspace Business Starter,Usage,3725282275-06,1 Aug,31 Aug,1,20220754,99.96
forgewell.net,Google Workspace Business Starter,Commitment,3409900686-02,1 Aug,31 Aug,8,,799.68
fortunebusinesshub.in,Google Workspace Business Starter,Commitment,3295354251-07,1 Aug,31 Aug,1,20210903,99.96
fortunerfettle.com,Google Workspace Business Starter,Commitment,3167717307-03,1 Aug,31 Aug,1,,99.96
forumias.in,Google Workspace Business Starter,Commitment,3265957537-05,1 Aug,31 Aug,1,20210842,99.96
foxcjobs.com,Google Workspace Business Starter,Commitment,3052494079-02,1 Aug,14 Aug,5,20210326,225.71
foxcxojobs.com,Google Workspace Business Starter,Commitment,3057406974-06,1 Aug,31 Aug,5,20210327,499.80
fpship.in,Google Workspace Business Starter,Usage,3103133463-02,1 Aug,31 Aug,3,20210453,299.88
freelancecommunitee.com,Google Workspace Business Starter,Commitment,3526823500-05,1 Aug,31 Aug,2,,199.92
frellaa.com,Google Workspace Business Starter,Usage,4082140179-06,17 Aug,31 Aug,1,,48.37
frendy.in,Google Workspace Business Starter,Usage,3529549126-02,1 Aug,6 Aug,156,20220283,"4,809.14"
frendy.in,Google Workspace Business Starter,Usage,3529549126-02,2 Aug,2 Aug,155,20220283,0.00
frendy.in,Google Workspace Business Starter,Usage,3529549126-02,4 Aug,4 Aug,155,20220283,0.00
frendy.in,Google Workspace Business Starter,Usage,3529549126-02,7 Aug,10 Aug,157,20220283,"3,227.78"
frendy.in,Google Workspace Business Starter,Usage,3529549126-02,11 Aug,20 Aug,156,20220283,"8,015.23"
frendy.in,Google Workspace Business Starter,Usage,3529549126-02,21 Aug,25 Aug,159,20220283,"4,088.91"
frendy.in,Google Workspace Business Starter,Usage,3529549126-02,26 Aug,30 Aug,166,20220283,"4,278.59"
frendy.in,Google Workspace Business Starter,Usage,3529549126-02,31 Aug,31 Aug,171,20220283,882.82
freshandfetch.com,Google Workspace Business Starter,Usage,3163819619-06,1 Aug,31 Aug,7,20210580,699.72
friendsveneerandply.in,Google Workspace Business Starter,Usage,3537637968-07,1 Aug,31 Aug,2,,199.92
frizzon.co,Google Workspace Business Starter,Usage,3091423437-02,1 Aug,29 Aug,72,,"10,042.61"
frizzon.co,Google Workspace Business Starter,Usage,3091423437-02,30 Aug,30 Aug,70,,335.46
frizzon.co,Google Workspace Business Starter,Usage,3091423437-02,31 Aug,31 Aug,68,,324.63
frizzon.co,Google Workspace Business Standard,Usage,4343949075-02,30 Aug,31 Aug,1,,43.36
frizzon.live,Google Workspace Business Standard,Usage,3204859172-02,1 Aug,31 Aug,1,,537.60
fryconindia.com,Google Workspace Business Starter,Commitment,3351907148-02,1 Aug,31 Aug,3,,299.88
fsltechnologies.com,Google Workspace Business Starter,Usage,4007056485-02,1 Aug,31 Aug,10,,999.60
fuelcellindia.in,Google Workspace Business Starter,Commitment,3435067464-04,1 Aug,31 Aug,1,,99.96
funtastik.org,Google Workspace Business Starter,Commitment,3113637882-06,1 Aug,31 Aug,1,,99.96
furnitt.in,Google Workspace Business Starter,Commitment,3452592607-04,1 Aug,31 Aug,1,20220081,99.96
furnitt.in,Google Workspace Business Starter,Commitment increase,3452592607-05,4 Aug,31 Aug,2,20221274,180.57
furnitune.com,Google Workspace Business Starter,Commitment,3285016876-11,1 Aug,31 Aug,60,20220987,"8,719.20"
fusionblock.com,Google Workspace Business Starter,Usage,2943231508-02,1 Aug,31 Aug,14,2021965,"2,352.00"
fusionmediaa.com,Google Workspace Business Starter,Commitment,3400817191-02,1 Aug,31 Aug,2,,199.92
futurestepssolution.com,Google Workspace Business Starter,Usage,3294648470-09,1 Aug,30 Aug,5,,483.67
futuretechconsulting.in,Google Workspace Business Starter,Commitment,3243937003-09,1 Aug,31 Aug,4,20211080,399.84
fyolifyoli.com,Google Workspace Business Starter,Usage,3187449293-02,1 Aug,31 Aug,7,20210632,699.72
gacrux.co.in,Google Workspace Business Starter,Usage,3579702217-06,1 Aug,31 Aug,4,20220449,399.84
gajanangroup.co.in,Google Workspace Business Starter,Usage,4023750099-08,1 Aug,31 Aug,11,20221128,"1,099.56"
galwinindustries.com,Google Workspace Business Starter,Commitment,3067898907-07,1 Aug,31 Aug,2,20210653,199.92
ganapathiyarn.com,Google Workspace Business Starter,Usage,3671155214-06,1 Aug,31 Aug,17,20220650,"1,699.32"
ganeshaconstruction.com,Google Workspace Business Starter,Usage,4326049531-02,25 Aug,25 Aug,9,,29.02
ganeshaconstruction.com,Google Workspace Business Starter,Usage,4326049531-02,26 Aug,31 Aug,1,,19.35
ganeshlabel.com,Google Workspace Business Starter,Usage,3325735027-05,1 Aug,31 Aug,11,20211014,"1,099.56"
garphi.com,Google Workspace Business Starter,Usage,3604046328-02,1 Aug,31 Aug,5,,499.80
gautsni.com,Google Workspace Business Starter,Commitment,3375114495-04,1 Aug,31 Aug,18,,"1,799.28"
gayathriads.com,Google Workspace Business Starter,Usage,4073096214-06,13 Aug,31 Aug,1,20221187,61.26
gblogistics.co.in,Google Workspace Business Starter,Commitment,3360766356-07,1 Aug,31 Aug,1,,99.96
gcmventure.com,Google Workspace Business Starter,Commitment,3331875082-07,1 Aug,31 Aug,3,20211031,299.88
gcmventure.com,Google Workspace Business Starter,Commitment increase,3331875082-08,24 Aug,31 Aug,1,20221410,25.79
gdconsultantsandinfra.org,Google Workspace Business Starter,Usage,3318532126-06,1 Aug,31 Aug,1,20210988,99.96
gdgoenkainternational.com,Google Workspace Business Starter,Usage,4089046171-07,19 Aug,31 Aug,6,20221209,251.51
gecnilokheri.ac.in,Google Workspace for Education Plus – Legacy,Commitment,2615336984-04,1 Aug,31 Aug,1,2020218,200.00
geeveepooja.org,Google Workspace Business Starter,Usage,3895613197-06,1 Aug,31 Aug,3,20221022,299.88
genericpluspharmacy.com,Google Workspace Business Starter,Usage,3832388046-04,1 Aug,31 Aug,5,20220941,499.80
geoderocks.info,Google Workspace Business Starter,Usage,3449973577-02,1 Aug,31 Aug,1,20220063,99.96
georges.in,Google Workspace Business Starter,Usage,3802030572-02,1 Aug,31 Aug,1,20220895,99.96
getmehire.in,Google Workspace Business Starter,Usage,3452756595-02,1 Aug,31 Aug,8,,799.68
getnew.in,Google Workspace Business Starter,Commitment,3337822645-07,1 Aug,31 Aug,1,20211041,99.96
getusfly.com,Google Workspace Business Starter,Usage,3629363134-06,1 Aug,31 Aug,2,20220556,199.92
getyellow.in,Google Workspace Business Starter,Usage,4065432834-02,1 Aug,2 Aug,49,20221177,443.31
getyellow.in,Google Workspace Business Starter,Usage,4065432834-02,3 Aug,6 Aug,50,20221177,908.29
getyellow.in,Google Workspace Business Starter,Usage,4065432834-02,7 Aug,9 Aug,51,20221177,697.47
getyellow.in,Google Workspace Business Starter,Usage,4065432834-02,10 Aug,10 Aug,52,20221177,237.92
getyellow.in,Google Workspace Business Starter,Usage,4065432834-02,11 Aug,11 Aug,53,20221177,243.34
getyellow.in,Google Workspace Business Starter,Usage,4065432834-02,12 Aug,23 Aug,52,20221177,"2,854.93"
getyellow.in,Google Workspace Business Starter,Usage,4065432834-02,24 Aug,31 Aug,53,20221177,"1,946.64"
getyellow.in,Google Workspace Business Standard,Commitment,4067336937-02,1 Aug,31 Aug,10,,"6,720.00"
ggpower.in,Google Workspace Business Starter,Commitment,3083897302-03,1 Aug,31 Aug,1,20210399,99.96
gharaanganrealtor.com,Google Workspace Business Starter,Usage,3636149787-06,1 Aug,31 Aug,1,20220577,99.96
gift.edu.in,Google Workspace for Education: Teaching and Learning Upgrade,Usage,3478868011-04,1 Aug,31 Aug,5,,600.00
giftsnflowers.in,Google Workspace Business Starter,Usage,4301807418-02,19 Aug,19 Aug,5,20221372,16.13
giftsnflowers.in,Google Workspace Business Starter,Usage,4301807418-02,20 Aug,31 Aug,4,20221372,154.78
glancesys.com,Google Workspace Business Starter,Usage,3771793339-05,1 Aug,31 Aug,9,20210904,899.64
